Contact,Description,Name,Social,Web_Address
,Supplying freshly roasted coffee & quality teas from all over the world to the North East of Scotland & beyond since 1989. 01224 624575,MacBeans Coffee,,http://www.macbeans.com
,"Established in 1957, we supply retail customers, hotels and restaurants with the very best coffee, formulated through decades of experimentation.",Markus Coffee,,http://www.markuscoffee.com
,"Would you like to serve our delicious locally roasted Welsh coffee in your business, if so drop me a line, we love to talk especially about good coffee!",The Welsh Coffee Co,,http://www.welshcoffee.com
,The finest coffee hand roasted in a wood-fired oven using local sustainably sourced wood.,Nature's Roast,,http://www.naturesroast.co.uk
,"Dedicated to sourcing, roasting and serving the best coffee possible.",Workshop Coffee Co.,,http://www.workshopcoffee.com
,"South London speciality roasters. Café in City of London @alchemycafes. Tasty blends & Single Orgins. Sellng & servicing La Marzocco, Mazzer, Compak, Rocket +++",Alchemy Coffee,,http://alchemycoffee.co.uk
,Artisan roasted gourmet coffee from Brown Bear. Join the family today.,Brown Bear,,http://brownbear.co
,Newcastle's first indie coffee Roastery/Shop. Speciality beans hand roasted in the heart of Ouseburn valley served by the cup & the bag.,Ouseburn Coffee Co.,,http://www.ouseburncoffee.co.uk
,"I love the world of coffee roasting and have a vision of Artisan fresh coffee roasters like us selling Roasters Artisan Coffee Beans,Direct to coffee lovers.",Roasters Artisan,,http://www.roasterscoffee.com
,"Freshly Roasted Fine & Seasonal Coffee's, supplying local business and for home use http://t.co/SnsJKzdMt9",Microroastery,,http://microroastery.co.uk
,We roast coffee in the Scottish Highlands,Glen Lyon Coffee,,http://www.glenlyoncoffee.co.uk
,We've everything you need make wonderful coffee - from machines and servicing to barista training and anything in between! The Art of Great Coffee.,Wogan Coffee,,http://www.wogancoffee.co.uk
,One of the oldest independent coffee roasters in UK. Our Lakeland Special Tea is legendary.Delivering throughout the lovely Lakes.Passionate about good coffee.,Farrers ™,,http://www.farrerscoffee.co.uk
,"Welcome to Ferraris, the oldest coffee roasting company in Wales. We supply coffee, our own tea products and other ancillary items and are also one of the largest suppliers and service agents for coffee machines in the UK.",Ferrari's Coffee,,http://www.ferrariscoffee.co.uk
,Coleman Coffee Roasters is a small batch coffee roastery based in south east London specialising in high quality arabica coffees from around the world.,Coleman Coffee Roasters,,http://colemancoffee.com
,Coffee roastery based just outside Newcastle Upon Tyne.,ColourCoffeeRoastery,,http://www.colourcoffee.co.uk
,Artisan micro roastery selling speciality coffees from around the world.,Flaming Bean Coffee,,http://www.flamingbean.co.uk
,"Speciality Coffee Roasters in Norwich, Wholesale & Retail",Smokey Barn Coffee,,http://www.smokeybarn.co.uk
,Sourcing and supplying some of the world's finest coffees direct from the farm.,Ethical Addictions,,http://www.eacoffee.co.uk
,"Ron is a small-batch specialty coffee roaster supplying Norfolk business & retail. Selected coffees, distinctive flavours & just a touch of magic.",Coffee Magic,,http://www.coffeemagic.co.uk
,Micro Artisan Coffee roasters situated in the heart of Manchester City Centre. Visit website for all our up to date information on our roasts.,ManCoCo,,http://www.mancoco.co.uk
,We supply freshly roasted coffee to homes and businesses around the world. Enjoy our original Get In The Mood® range. Follow us on FB http://t.co/WyOGaAUPTV,The House of Coffee,,http://thehouseofcoffee.co.uk
,Mokarabia is a stylish brand of Italian coffee with a remarkable history. Every single bag of coffee we produce contains our know-how and passion.,Mokarabia Coffee,,http://www.mokarabia.co.uk
,We are a craft coffee roaster based in Nottingham in the East Midlands. We really love super-fresh coffee and started roasting our own years ago in frustration at never being able to find the perfect coffee in stores. We decided to start up A fresh bag of coffee to share this with other coffee lovers in search of the best and freshest possible coffee.,the roasting house,,http://www.roasting.house
,Roasting single origin coffees every week in Wicklow,Coffee Mojo,,http://www.coffeemojo.ie
,"Independent coffee shop, we roast our coffee and supply to other shops. Fresh sandwiches and paninis, milkshakes and an upstairs!",Utopia coffee,,
,"Roasters of finest organic Arabica coffees - all carefully sourced, meticulously profiled and roasted on demand to deliver uncompromising purity and freshness.",Beanberry Coffee Company,,http://www.beanberrycoffee.com
,Roasting some of the best coffee around...,Notes Roastery,,http://notes-uk.co.uk
,"Skye based, Artisan, Drum-Fired, Gourmet Coffee Roastery!",Isle of Skye roastery,,http://www.facebook.com/skyeroastery
,Coffee & Food - Big Time,Papercup Coffee,,http://papercupcoffeecompany.bigcartel.com
,"Capital is a family run business spanning 2 generations. Moving to UTZ Certified coffees, sourcing directly from the farm, and investing in a state-of-the-art, computerised coffee roaster has enabled the company to develop its own high quality blends. As an independent roaster we are able to offer customers the option of having their own bespoke private blend. We can contract roast for coffee distributors under their own label for quantities both small and large, as required",Capital Coffee,,http://www.capitalcoffee.co.uk
,"Black Star Coffee is a local coffee roaster, supplying fresh blends to cafes, offices and coffee lovers",Black Star Coffee,,http://www.BlackStarCoffee.co.uk
,COFFEE ROASTERS OF LEEDS,Just Bean Roasted,,http://www.justbeanroasted.co.uk
,"Coffee Roaster, Barista, Employer of life.... It's all in the cup.",The Golden Bean,,http://www.facebook.com/thegoldenbeancork
,"Roasters of East African Arabica Coffee. Our Simple Process is; THEY Grow it, WE Roast it, YOU Love it.",Preseli Coffee,,http://www.preselicoffee.com
,"We must be a little bit fanatical (about coffee that is). We work in a Roastery that’s way too hot in summer and chilly in winter. But we do it because we love it. We carefully source, roast and taste our coffees before packing them up and sending them to coffee shops, hotels and restaurants all over the UK. We roast our coffee on a vintage Italian drum roasting machine to which we added a few contemporary features to help us precisely control every stage of the process. Modern artisan coffee roasters",Beanworks,,http://www.thebeanworks.co.uk
,"Quality microlot focused speciality coffee roaster, supplier of artisanal equipment & cafeware. UK distributor of Bosco Spring Lever Espresso Machines",New Town Coffee,,http://www.newtowncoffee.com
,Delicious coffees delivered fresh from roasting to home or work.,Pact Coffee,,http://www.pactcoffee.com
,"The Bean Shop is a speciality coffee roasters based in Perth, Scotland. We batch roast our delicious premium coffee daily using only the finest coffee beans.",The Bean Shop,,http://www.thebeanshop.com
,"Premium, flame roasted coffee delivered straight to your door.",Porter's Coffee,,http://getporters.com
,We are an artisan coffee roaster based in the great West Riding town of Huddersfield. We believe in small batch coffee roasting to ensure quality control and to offer our customers the opportunity to choose the roast that they want for their coffee.,Bean Brothers,,http://www.beanbrothers.co.uk
,We are a Specialty Coffee Artisan Roasters in the heart of Devon. Find us on Crediton Town Market Square.,Crediton Coffee,,http://www.creditoncoffee.co.uk
,"Happy Donkey Ltd uk suppliers of fresh roasted coffee beans, coffee machine accessories, Barista tools, cleaning products and spare parts for coffee machines.",Happy Donkey Coffee,,http://www.happydonkey.co.uk
,"Specialty coffee roaster and cafe on Redchurch St, Shoreditch.",Allpress Espresso UK,,http://uk.allpressespresso.com
,"Small batch roaster of quality coffees from around the world, based in Suffolk. Available online and at a selection of local Farmers Markets.",Thistledown Cottage Coffee,,http://www.thistledowncottagecoffee.co.uk
,Oxenham & Leigh. Purveyors of Fine Coffee. Established 2007. Selling resealable bags of freshly ground coffee or whole beans.,Oxenham&Leigh Coffee,,http://www.oxenhamleighcoffee.co.uk
,"The new speciality coffee roasters on the block. Bringing Hope & Glory into your life, just one cup at a time. Tweets from Sean & Gina",Hope & Glory Coffee,,http://www.hopeandglorycoffee.co.uk
,"Specialty coffee roasting company, in an old grain store. King's Cross, N1C 4AA. Exclusive distributer of @acmeandco cups throughout the UK & Europe.",Caravan Coffee Roaster,,http://caravanonexmouth.co.uk/roastery/about
,"Proud to stock one of the largest selections of single origin, flavoured, blends and gourmet coffee. Shop online or find us at Meadowhall and the Moor Market!",Grounded Coffee,,http://ground-n-out.co.uk
,Speciality Coffee Roasters.....Barista training school in Winchester......Now working with some of the most dedicated Coffee establishments in Hampshire.,Winchester Coffee,,http://www.winchestercoffeeschool.co.uk
,"The frequently peculiar and moderately profound ramblings of Messrs Gyre & Gimble. Retailers of fine caffeine, cacao & tea leaves",Gyre & Gimble,,http://gyre.coffeevagabond.co.uk
,We're an Irish coffee roastery and proud to be from Dublin Ireland.,Two Spots Coffee,,http://twospotscoffee.ie
,"An independent on line coffee roaster based in Falkirk! We roast brilliant coffee to order, and send it straight to you!",Roast Central,,http://www.roastcentral.co.uk
,"200 Degrees Coffee Roasters are artisan, small batch, hand roasters based in the heart of Nottingham.",200 Degrees Coffee,,http://www.200degs.com
,"Artisan Roastery. Small-Batch, Hand Roasted Specialty Coffees. Sourced Sustainably, Ethically & In Season. hello@ancoats-coffee.co.uk",Ancoats Coffee Co.,,http://www.ancoats-coffee.co.uk
,"We provide freshly roasted coffee beans to homes and offices. We roast origin coffees as well as various blends. Oh, and yes we love coffee!",Redber,,http://www.redber.co.uk
,Dublin citys first micro coffee roastery. With home in @SciencegalleryC Pop in and say hello!,Cloud Picker Coffee,,http://www.cloudpickercoffee.ie
,"We are a family run, independent moorland micro roastery. Sourcing and roasting the highest quality, 100% Arabica, green beans which are fully traceable and sustainable",Charlie Mills Coffee,,http://www.charliemillscoffee.com
,"Stewarts of Trent Bridge - Artisan roasters providing fresh coffee, loose leaf teas, coffee machines and supplies to the trade and the home barista",Stewarts Coffees,,http://www.stewartscoffees.co.uk/
,Aroma Tea & Coffee Merchants. A Passion for roasting to order ethical origin coffee for over 30 years. The Mrs's blends a mean cuppa of Tea too!,Aroma Tea & Coffee,,http://www.aroma-coffee.co.uk
,"Little and Long has been a little plan and long time in evolution. Since learning to roast in Italy in 2007 plans have evolved, developed and finally emerged on an old Probat roaster in Bristol. At Little and Long we aim simply to create coffee that tastes good, and that starts with great green beans.",Little and Long,,http://www.littleandlong.com
,"Hello, we’re Lulu. We’re small batch community coffee roasters and bakers and we do everything at our lovely old shop on the high street in Ware, Hertfordshire. We’re committed to bringing all our customers fantastic coffee, good old fashioned service and some wonderful things to eat too. When you’re next in town, pop by and say hello.",Lulu Coffee Company,,http://www.lulucoffee.co.uk
,now roasting..... email ukroaster@gmail.com #coffee,The Roasting Party,,http://www.theroastingparty.co.uk
,The UK's only shade grown Bird Friendly coffee company. Wildly delicious coffees from Peru and Ethiopia. Tweets by Emma,Bird & Wild,,http://birdandwild.co.uk/
,"We’re an independent speciality coffee roaster dedicated to engaging cafes and consumers in better coffee. We source exceptional, speciality grade beans and strive to highlighting their intrinsic qualities imparted by terroir and processing method. We roast our coffees on a stunning German-built vintage 60kg drum roaster, which we have recently restored.",Roastworks Coffee Co,,https://www.roastworks.co.uk
,Leeds' first micro roastery devoted to stand out speciality coffee focused on top quality & sound ethics,North Star Roast,,http://northstarroast.com/
,Artisan Coffee Roasters who love what we do.,Bell Lane Coffee,,http://www.belllane.ie
,"The Roasting Shed carefully hand roasts and sells fresh coffee beans on demand, based in Clapton E5. Order online at http://t.co/W71O1jf9bl",The Roasting Shed,,http://www.theroastingshed.com
,"Based in Reigate, supplying locally, London and the South East the finest coffee beans, loose leaf teas, machines and all the support and training you need.",The Fresh Coffee Co,,http://www.thefreshcoffeecompany.com
,"Speciality Coffee Roasters. After years of working in the coffee industry, and having travelled the four corners of the globe in search of the perfect cup, we decided to pursue our quest by establishing Roasted Rituals - a micro roaster and advocate of superb speciality coffee",Roasted Rituals,,http://www.roastedritualscoffee.com
,"ANVIL strives extremely hard to source the very finest coffee beans from around the world and roast them as either a single origin, or as a blend if this suits the beans better, bringing the amazingly diverse tastes of coffee to the you, the passionate coffee consumer",Anvil Coffee,,http://www.anvilcoffee.co.uk
,Great teas and coffees to your door! John & Susie at The Lincoln Tea & Coffee Company love great tea & coffee & want you to enjoy this little luxury every day.,Lincoln Tea & Coffee,,http://thelincolnteaandcoffeecompany.co.uk
,Boutique Irish Roaster with a passion for all things coffee. We'd love you to try our roasts. DM us and we might be able to arrange some samples. Enjoy!!,Puro Gusto Coffee,,http://facebook.com/purogustocoffee
,"Knowing Coffee - We roast by hand in small batches, carefully profiling all of our roasts to get the most from the beans and to ensure each batch is reproducible. Each roast imparts lessons about how best to perfect flavours in the cup; we use this knowledge to constantly improve the quality of our coffee.",Dusty Ape Coffee,,http://dustyape.com
,"Midlands based Speciality Micro Roastery, offering fabulously roasted coffee direct to your door",Urban Roast Coffee Co,,http://urbanroastcoffee.co.uk
,Speciality coffee roasters. We are a micro roastery based in north Cambridgeshire with an enthusiasm for coffee.,Silver Oak Coffee,,http://silveroakcoffee.co.uk
,We're a small independant roastery sourcing speciality coffee,GoldBoxRoastery,,http://www.goldboxroastery.com
,"Roasting, brewing and selling coffee to the public and trade on the North Norfolk coast in the village of Glandford. Buy our beans online.",Grey Seal Coffee,,http://www.greysealcoffee.com
,Chris and Gaynor Love coffee. Freshly roasted. In Shrewsbury.,beandreaming,,
,WE BELIEVE IN PASSION & THOSE WHO WORK FOR IT. COFFEE ROASTERS BASED IN CHORLTON-CUM-HARDY,Passion Fruit Coffee,,http://www.passionfruitcoffee.co.uk
,East London Coffee Roasters. Our mission - It’s simple - We source outstanding coffee and roast it to heavenly perfection.,MissionCoffeeWorks,,http://www.missioncoffeeworks.com
,"Since our opening we have dedicated our every waking moment to learning about coffee, within our first year of business, our head barista had shown how talented she is by reaching the semi-finals of the UK Barista Championship 2013, placing 11th. We have our own micro-roastery, sourcing some of the most fabulous, flavoursome green coffees and roasting them by hand, with great care to ensure maximum aroma, flavour profiles and freshness.",Amid Giants & Idols,,http://www.amidgiantsandidols.co.uk
,"We are an artisan micro-roaster focusing on purchasing amazing coffees from around the world. Our coffees are selected from speciality importers who support and care about the farmers and cooperatives through ethical and sustainable practices. As a roaster, my job is to develop the potential that exists in the green coffee as the farmer intended, coaxing out the natural flavours determined by the terroir and the processing techniques adopted. My tools are a lovely Italian 1995 Petroncini TT7.5, my senses and a little science. instagram: crankhouseroast; facebook: crankhousecoffee",Crankhouse Coffee,,https://www.crankhousecoffee.co.uk
,"Speciality Coffee Roasters crafting flat whites and brewing on the AeroPress @ The Oracle, Reading",Tamp Culture Coffee,,http://tampculture.co.uk
,Welcome to Perthshire's premier coffee roasting house!,Highland Coffees,,http://www.highlandcoffees.co.uk
,Roasted with passion and care and only available from the same people that made it. Black Circle Coffee was started in 2009 as an idea from his kitchen table by our MD Mark Slinger who has always had a passion for great coffee and after a long career in food and beverage realised a desire to roast his own brand of coffee,Black Circle Coffee™,,http://www.blackcirclecoffee.com
,"Freshly roasted specialty coffee available across the UK - Wholesale, Retail, and at Home",Specialty Coffee Co,,http://www.thespecialtycoffeecompany.com
,"Local small batch coffee roastery. We want to revolutionize the way you acquire, drink and brew coffee! In beta stage.",Stubbs Coffee,,http://www.facebook.com/stubbscoffees
,Eastbourne's leading specialty coffee provider and micro roastery. Check out our selection of coffee online,Beanzz Coffee,,https://thecoffeeroasters.co.uk/collections/beanzz-coffee-eastbourne
,"Local Coffee Roastery, Roasting Speciality Coffee in a Beautiful old Granary and Estate",Rounton Coffee Roasters,,https://thecoffeeroasters.co.uk/collections/rounton-coffee-roasters-north-yorkshire
,"Ayrshire's only coffee roastery. Hand roasted, the artisan way. sales@roundsquare.org.uk",Roundsquare Roastery,,http://www.roundsquareroastery.co.uk
,"A workshop and laboratory, sourcing the best coffee to roast, brew and supply.",The Coffee Officina,,https://thecoffeeroasters.co.uk/collections/the-coffee-officina-essex
,"Inspired by the world’s greatest cities, we are passionate about capturing the spirit of each city within a pack of high quality freshly roasted coffee beans.",Roaster B,,https://thecoffeeroasters.co.uk/collections/roasterb-coffee-co-windsor
,"Roasters, Green Bean Hunters, La Marzocco & La Spaziale Sales, Skilled Engineers, Trainers, Barista Competition Winners & Coffee Geeks here.",Clifton Coffee Roasters,,https://thecoffeeroasters.co.uk/collections/clifton-coffee-roasters-bristol
,13 May - LATEST NEWS - Bean Shot Coffee won the at the Coffee Stops awards in London.,Bean Shot Coffee,,http://www.beanshot.co.uk
